,year,bb_date,rank,song,artist,binary,language,total_words,non_e_words,streams,position,spins,radio_rank
4397,2020,2020-11-07,98,la toxica,farruko,1.0,spanish,411.0,411.0,,,,
4398,2020,2020-11-07,99,head and heart,joel corry,0.0,english,478.0,0.0,2278455.0,64.0,,
4399,2020,2020-11-07,100,wine beer whiskey,little big town,0.0,english,249.0,1.0,,,286.0,340.0
4400,2020,2020-11-14,1,mood,24kgoldn,0.0,english,455.0,0.0,7490019.0,5.0,10228.0,1.0
4401,2020,2020-11-14,2,positions,ariana grande,0.0,english,351.0,0.0,11638281.0,1.0,3076.0,28.0
4402,2020,2020-11-14,3,laugh now cry later,drake,0.0,english,602.0,0.0,5654758.0,13.0,7693.0,3.0
4403,2020,2020-11-14,4,blinding lights,the weeknd,0.0,english,259.0,0.0,4507212.0,22.0,6833.0,4.0
4404,2020,2020-11-14,5,i hope,gabby barrett,0.0,english,471.0,0.0,1485008.0,182.0,7957.0,2.0
4405,2020,2020-11-14,6,savage love,jawsh 685,0.0,english,335.0,0.0,2488867.0,60.0,6577.0,6.0
4406,2020,2020-11-14,7,lemonade,internet money,0.0,english,398.0,1.0,7796741.0,3.0,3258.0,54.0
4407,2020,2020-11-14,8,34 plus 35,ariana grande,0.0,english,485.0,0.0,10380924.0,2.0,,
4408,2020,2020-11-14,9,dakiti,bad bunny,1.0,spanish,415.0,415.0,6292112.0,9.0,,
4409,2020,2020-11-14,10,wap,cardi b,0.0,english,604.0,0.0,6351745.0,8.0,2916.0,34.0
4410,2020,2020-11-14,11,holy,justin bieber,0.0,english,509.0,0.0,4466302.0,23.0,4879.0,11.0
4411,2020,2020-11-14,12,for the night,pop smoke,0.0,english,581.0,0.0,6610369.0,6.0,1840.0,56.0
4412,2020,2020-11-14,13,rockstar,dababy,0.0,english,656.0,0.0,5526697.0,29.0,10204.0,7.0
4413,2020,2020-11-14,14,before you go,lewis capaldi,0.0,english,323.0,0.0,2372703.0,69.0,6012.0,9.0
4414,2020,2020-11-14,15,go crazy,chris brown,0.0,english,563.0,0.0,2452757.0,62.0,6684.0,5.0
4415,2020,2020-11-14,16,dynamite,bts,0.0,english,450.0,0.0,3501143.0,33.0,3855.0,16.0
4416,2020,2020-11-14,17,watermelon sugar,harry styles,0.0,english,233.0,0.0,3378844.0,38.0,5113.0,10.0
4417,2020,2020-11-14,18,forever after all,luke combs,0.0,english,303.0,0.0,5109674.0,17.0,,
4418,2020,2020-11-14,19,kings and queens,ava max,0.0,english,312.0,0.0,,,,
4419,2020,2020-11-14,20,said sum,moneybagg yo,0.0,english,652.0,0.0,1689391.0,138.0,2031.0,49.0
4420,2020,2020-11-14,21,lonely,justin bieber,0.0,english,173.0,0.0,4529838.0,21.0,2880.0,51.0
4421,2020,2020-11-14,22,be like that,kane brown,0.0,english,440.0,0.0,3062488.0,46.0,3940.0,15.0
4422,2020,2020-11-14,23,more than my hometown,morgan wallen,0.0,english,422.0,0.0,2024279.0,93.0,3317.0,24.0
4423,2020,2020-11-14,24,whats poppin,jack harlow,0.0,english,529.0,2.0,5280004.0,35.0,2968.0,46.0
4424,2020,2020-11-14,25,ily,surf mesa,0.0,english,215.0,0.0,,,4680.0,12.0
4425,2020,2020-11-14,26,bang,ajr,0.0,english,362.0,0.0,1673768.0,140.0,3792.0,19.0
4426,2020,2020-11-14,27,one of them girls,lee brice,0.0,english,367.0,0.0,1804102.0,122.0,3456.0,23.0
4427,2020,2020-11-14,28,got what i got,jason aldean,0.0,english,261.0,0.0,1525965.0,169.0,2968.0,31.0
4428,2020,2020-11-14,29,levitating,dua lipa,0.0,english,498.0,0.0,3113172.0,43.0,3959.0,14.0
4429,2020,2020-11-14,30,what you know bout love,pop smoke,0.0,english,464.0,0.0,5602521.0,14.0,523.0,212.0
4430,2020,2020-11-14,31,come and go,juice wrld,0.0,english,360.0,0.0,4208438.0,27.0,,
4431,2020,2020-11-14,32,motive,ariana grande,0.0,english,337.0,0.0,7586598.0,4.0,,
4432,2020,2020-11-14,33,wonder,shawn mendes,0.0,english,268.0,0.0,3101843.0,44.0,3281.0,25.0
4433,2020,2020-11-14,34,love you like i used to,russell dickerson,0.0,english,301.0,0.0,,,3797.0,18.0
4434,2020,2020-11-14,35,off the table,ariana grande,0.0,english,447.0,0.0,6552780.0,7.0,,
4435,2020,2020-11-14,36,one beer,hardy,0.0,english,360.0,0.0,,,2995.0,29.0
4436,2020,2020-11-14,37,adore you,harry styles,0.0,english,303.0,0.0,2095993.0,81.0,3693.0,21.0
4437,2020,2020-11-14,38,pretty heart,parker mccollum,0.0,english,271.0,0.0,1724122.0,132.0,2613.0,39.0
4438,2020,2020-11-14,39,the woo,pop smoke,0.0,english,548.0,0.0,2212408.0,74.0,3663.0,22.0
4439,2020,2020-11-14,40,pov,ariana grande,0.0,english,357.0,0.0,6171392.0,10.0,,
4440,2020,2020-11-14,41,better together,luke combs,0.0,english,334.0,0.0,2199134.0,75.0,1671.0,60.0
4441,2020,2020-11-14,42,rags2riches,rod wave,0.0,english,289.0,0.0,1933545.0,103.0,936.0,122.0
4442,2020,2020-11-14,43,just like magic,ariana grande,0.0,english,291.0,0.0,6147808.0,11.0,,
4443,2020,2020-11-14,44,roses,saint jhn,0.0,english,346.0,0.0,2395625.0,68.0,1255.0,87.0
4444,2020,2020-11-14,45,diamonds,sam smith,0.0,english,513.0,0.0,1965050.0,98.0,2543.0,41.0
4445,2020,2020-11-14,46,happy anywhere,blake shelton,0.0,english,241.0,0.0,,,3242.0,26.0
4446,2020,2020-11-14,47,shut up,ariana grande,0.0,english,211.0,0.0,5711950.0,12.0,,
4447,2020,2020-11-14,48,thriller,michael jackson,0.0,english,474.0,0.0,2441821.0,63.0,261.0,429.0
4448,2020,2020-11-14,49,nasty,ariana grande,0.0,english,446.0,0.0,5392560.0,16.0,,
4449,2020,2020-11-14,50,break my heart,dua lipa,0.0,english,505.0,0.0,,,3781.0,20.0
4450,2020,2020-11-14,51,everywhere but on,matt stell,0.0,english,319.0,0.0,,,3239.0,27.0
4451,2020,2020-11-14,52,safety net,ariana grande,0.0,english,299.0,0.0,5393649.0,15.0,,
4452,2020,2020-11-14,53,mood swings,pop smoke,0.0,english,617.0,0.0,2795033.0,54.0,,
4453,2020,2020-11-14,54,tyler herro,jack harlow,0.0,english,566.0,0.0,4763812.0,20.0,,
4454,2020,2020-11-14,55,mr right now,21 savage,0.0,english,664.0,0.0,3415671.0,37.0,1435.0,75.0
4455,2020,2020-11-14,56,lovin on you,luke combs,0.0,english,222.0,0.0,,,2728.0,37.0
4456,2020,2020-11-14,57,some girls,jameson rodgers,0.0,english,346.0,0.0,,,2512.0,42.0
4457,2020,2020-11-14,58,i should probably go to bed,dan and shay,0.0,english,279.0,0.0,,,2664.0,38.0
4458,2020,2020-11-14,59,franchise,travis scott,0.0,english,570.0,0.0,1710029.0,134.0,2958.0,32.0
4459,2020,2020-11-14,60,hawai,maluma,1.0,spanish,397.0,281.0,1870034.0,115.0,,
4460,2020,2020-11-14,61,you broke me first,tate mcrae,0.0,english,328.0,0.0,3615181.0,31.0,921.0,125.0
4461,2020,2020-11-14,62,popstar,dj khaled,0.0,english,564.0,0.0,3460579.0,36.0,809.0,150.0
4462,2020,2020-11-14,63,six thirty,ariana grande,0.0,english,394.0,0.0,5044620.0,18.0,,
4463,2020,2020-11-14,64,big big plans,chris lane,0.0,english,422.0,0.0,,,2830.0,35.0
4464,2020,2020-11-14,65,my hair,ariana grande,0.0,english,213.0,0.0,4896345.0,19.0,,
4465,2020,2020-11-14,66,24,money man,0.0,english,563.0,2.0,2844884.0,52.0,363.0,302.0
4466,2020,2020-11-14,67,my exs best friend,machine gun kelly,0.0,english,365.0,0.0,3250780.0,40.0,1080.0,102.0
4467,2020,2020-11-14,68,aint always the cowboy,jon pardi,0.0,english,224.0,0.0,,,2316.0,43.0
4468,2020,2020-11-14,69,starting over,chris stapleton,0.0,english,257.0,0.0,,,1532.0,65.0
4469,2020,2020-11-14,70,obvious,ariana grande,0.0,english,311.0,0.0,4443148.0,24.0,,
4470,2020,2020-11-14,71,west side,ariana grande,0.0,english,283.0,0.0,4351926.0,25.0,,
4471,2020,2020-11-14,72,7 summers,morgan wallen,0.0,english,333.0,0.0,2144699.0,76.0,999.0,108.0
4472,2020,2020-11-14,73,wishing well,juice wrld,0.0,english,419.0,0.0,3824304.0,30.0,489.0,224.0
4473,2020,2020-11-14,74,u 2 luv,ne yo,0.0,english,480.0,3.0,,,2218.0,57.0
4474,2020,2020-11-14,75,love language,ariana grande,0.0,english,363.0,0.0,4313795.0,26.0,,
4475,2020,2020-11-14,76,tap in,saweetie,0.0,english,416.0,0.0,,,1841.0,79.0
4476,2020,2020-11-14,77,bs,jhene aiko,0.0,english,469.0,0.0,,,2760.0,36.0
4477,2020,2020-11-14,78,dont stop,megan thee stallion,0.0,english,633.0,0.0,,,2732.0,59.0
4478,2020,2020-11-14,79,hit different,sza,0.0,english,519.0,0.0,1411863.0,197.0,1502.0,66.0
4479,2020,2020-11-14,80,weeeeee,trippie redd,0.0,english,430.0,0.0,2316647.0,71.0,,
4480,2020,2020-11-14,81,martin and gina,polo g,0.0,english,472.0,0.0,3224558.0,41.0,,
4481,2020,2020-11-14,82,midnight sky,miley cyrus,0.0,english,404.0,0.0,2422726.0,65.0,768.0,156.0
4482,2020,2020-11-14,83,runnin,21 savage,0.0,english,527.0,0.0,2795776.0,53.0,,
4483,2020,2020-11-14,84,heather,conan gray,0.0,english,211.0,0.0,3571338.0,32.0,981.0,111.0
4484,2020,2020-11-14,85,good time,niko moon,0.0,english,371.0,0.0,,,1456.0,72.0
4485,2020,2020-11-14,86,golden,harry styles,0.0,english,210.0,0.0,2425571.0,64.0,1339.0,82.0
4486,2020,2020-11-14,87,throat baby,brs kash,0.0,english,803.0,4.0,,,874.0,135.0
4487,2020,2020-11-14,88,practice,dababy,0.0,english,634.0,0.0,2984860.0,47.0,,
4488,2020,2020-11-14,89,put your records on,ritt momney,0.0,english,271.0,0.0,4100186.0,28.0,284.0,386.0
4489,2020,2020-11-14,90,blind,dababy,0.0,english,502.0,0.0,,,2299.0,44.0
4490,2020,2020-11-14,91,relacion,sech,1.0,spanish,397.0,394.0,,,,
4491,2020,2020-11-14,92,stay down,lil durk,0.0,english,,,1638494.0,147.0,,
4492,2020,2020-11-14,93,kacey talk,youngboy never broke again,0.0,english,470.0,0.0,1638715.0,146.0,506.0,218.0
4493,2020,2020-11-14,94,champagne night,lady a,0.0,english,371.0,9.0,,,1909.0,52.0
4494,2020,2020-11-14,95,hole in the bottle,kelsea ballerini,0.0,english,296.0,0.0,,,1820.0,58.0
4495,2020,2020-11-14,96,happy does,kenny chesney,0.0,english,303.0,0.0,,,2215.0,45.0
4496,2020,2020-11-14,97,so done,the kid laroi,0.0,english,254.0,0.0,2930281.0,49.0,,
4497,2020,2020-11-14,98,thick,dj chose,0.0,english,482.0,0.0,,,,
4498,2020,2020-11-14,99,la toxica,farruko,1.0,spanish,411.0,411.0,,,,
4499,2020,2020-11-14,100,take you dancing,jason derulo,0.0,english,525.0,0.0,1820745.0,120.0,577.0,193.0
4500,2020,2020-11-21,1,mood,24kgoldn,0.0,english,455.0,0.0,5984515.0,6.0,10331.0,1.0
4501,2020,2020-11-21,2,positions,ariana grande,0.0,english,351.0,0.0,8890496.0,1.0,3857.0,19.0
4502,2020,2020-11-21,3,i hope,gabby barrett,0.0,english,471.0,0.0,1497067.0,185.0,8242.0,2.0
4503,2020,2020-11-21,4,laugh now cry later,drake,0.0,english,602.0,0.0,5296245.0,9.0,7584.0,3.0
4504,2020,2020-11-21,5,blinding lights,the weeknd,0.0,english,259.0,0.0,3775168.0,22.0,6456.0,5.0
4505,2020,2020-11-21,6,lemonade,internet money,0.0,english,398.0,1.0,7528691.0,3.0,3220.0,50.0
4506,2020,2020-11-21,7,holy,justin bieber,0.0,english,509.0,0.0,4163321.0,14.0,5346.0,10.0
4507,2020,2020-11-21,8,dakiti,bad bunny,1.0,spanish,415.0,415.0,7709625.0,2.0,,
4508,2020,2020-11-21,9,savage love,jawsh 685,0.0,english,335.0,0.0,2232263.0,77.0,6166.0,7.0
4509,2020,2020-11-21,10,for the night,pop smoke,0.0,english,581.0,0.0,6146007.0,4.0,2260.0,44.0
4510,2020,2020-11-21,11,wap,cardi b,0.0,english,604.0,0.0,5910738.0,7.0,2334.0,41.0
4511,2020,2020-11-21,12,hawai,maluma,1.0,spanish,397.0,281.0,5896896.0,16.0,,
4512,2020,2020-11-21,13,go crazy,chris brown,0.0,english,563.0,0.0,2349731.0,67.0,6853.0,4.0
4513,2020,2020-11-21,14,rockstar,dababy,0.0,english,656.0,0.0,5430980.0,19.0,9556.0,9.0
4514,2020,2020-11-21,15,kings and queens,ava max,0.0,english,312.0,0.0,,,,
4515,2020,2020-11-21,16,before you go,lewis capaldi,0.0,english,323.0,0.0,2396546.0,65.0,6049.0,8.0
4516,2020,2020-11-21,17,dynamite,bts,0.0,english,450.0,0.0,3086573.0,35.0,4167.0,15.0
4517,2020,2020-11-21,18,watermelon sugar,harry styles,0.0,english,233.0,0.0,3283614.0,28.0,4798.0,12.0
4518,2020,2020-11-21,19,more than my hometown,morgan wallen,0.0,english,422.0,0.0,1877746.0,116.0,3750.0,20.0
4519,2020,2020-11-21,20,be like that,kane brown,0.0,english,440.0,0.0,2845897.0,45.0,4290.0,14.0
4520,2020,2020-11-21,21,lonely,justin bieber,0.0,english,173.0,0.0,4756736.0,11.0,3077.0,52.0
4521,2020,2020-11-21,22,said sum,moneybagg yo,0.0,english,652.0,0.0,1679610.0,153.0,2281.0,43.0
4522,2020,2020-11-21,23,ily,surf mesa,0.0,english,215.0,0.0,,,4946.0,11.0
4523,2020,2020-11-21,24,bang,ajr,0.0,english,362.0,0.0,1718896.0,147.0,3920.0,18.0
4524,2020,2020-11-21,25,whats poppin,jack harlow,0.0,english,529.0,2.0,5139464.0,26.0,3070.0,47.0
4525,2020,2020-11-21,26,levitating,dua lipa,0.0,english,498.0,0.0,3261355.0,31.0,4337.0,13.0
4526,2020,2020-11-21,27,forever after all,luke combs,0.0,english,303.0,0.0,4071076.0,17.0,,
4527,2020,2020-11-21,28,what you know bout love,pop smoke,0.0,english,464.0,0.0,5509689.0,8.0,748.0,157.0
4528,2020,2020-11-21,29,one of them girls,lee brice,0.0,english,367.0,0.0,1818716.0,129.0,3571.0,23.0
4529,2020,2020-11-21,30,34 plus 35,ariana grande,0.0,english,485.0,0.0,6059066.0,5.0,,
4530,2020,2020-11-21,31,love you like i used to,russell dickerson,0.0,english,301.0,0.0,,,3928.0,17.0
4531,2020,2020-11-21,32,wonder,shawn mendes,0.0,english,268.0,0.0,2959759.0,39.0,3302.0,27.0
4532,2020,2020-11-21,33,one beer,hardy,0.0,english,360.0,0.0,,,3143.0,29.0
4533,2020,2020-11-21,34,got what i got,jason aldean,0.0,english,261.0,0.0,1590958.0,164.0,2599.0,38.0
4534,2020,2020-11-21,35,what that speed bout,mike will made it,0.0,english,684.0,0.0,2465191.0,62.0,,
4535,2020,2020-11-21,36,happy anywhere,blake shelton,0.0,english,241.0,0.0,,,3520.0,24.0
4536,2020,2020-11-21,37,pretty heart,parker mccollum,0.0,english,271.0,0.0,1540848.0,171.0,2899.0,32.0
4537,2020,2020-11-21,38,come and go,juice wrld,0.0,english,360.0,0.0,4147774.0,15.0,,
4538,2020,2020-11-21,39,better together,luke combs,0.0,english,334.0,0.0,2253869.0,74.0,1909.0,56.0
4539,2020,2020-11-21,40,diamonds,sam smith,0.0,english,513.0,0.0,1593313.0,163.0,2874.0,33.0
4540,2020,2020-11-21,41,the woo,pop smoke,0.0,english,548.0,0.0,2064203.0,88.0,3645.0,21.0
4541,2020,2020-11-21,42,rags2riches,rod wave,0.0,english,289.0,0.0,1816663.0,130.0,991.0,120.0
4542,2020,2020-11-21,43,adore you,harry styles,0.0,english,303.0,0.0,2090529.0,86.0,3471.0,25.0
4543,2020,2020-11-21,44,midnight sky,miley cyrus,0.0,english,404.0,0.0,2252557.0,75.0,329.0,337.0
4544,2020,2020-11-21,45,pov,ariana grande,0.0,english,357.0,0.0,4876988.0,10.0,,
4545,2020,2020-11-21,46,roses,saint jhn,0.0,english,346.0,0.0,2004388.0,98.0,1177.0,93.0
4546,2020,2020-11-21,47,took her to the o,king von,0.0,english,788.0,0.0,3050937.0,37.0,,
4547,2020,2020-11-21,48,starting over,chris stapleton,0.0,english,257.0,0.0,,,1665.0,64.0
4548,2020,2020-11-21,49,i should probably go to bed,dan and shay,0.0,english,279.0,0.0,,,2730.0,37.0
4549,2020,2020-11-21,50,you broke me first,tate mcrae,0.0,english,328.0,0.0,,,1126.0,100.0
4550,2020,2020-11-21,51,lovin on you,luke combs,0.0,english,222.0,0.0,,,2761.0,35.0
4551,2020,2020-11-21,52,mr right now,21 savage,0.0,english,664.0,0.0,2958953.0,40.0,1683.0,62.0
4552,2020,2020-11-21,53,mood swings,pop smoke,0.0,english,617.0,0.0,2643328.0,53.0,,
4553,2020,2020-11-21,54,everywhere but on,matt stell,0.0,english,319.0,0.0,,,2753.0,36.0
4554,2020,2020-11-21,55,franchise,travis scott,0.0,english,570.0,0.0,1597009.0,162.0,3015.0,31.0
4555,2020,2020-11-21,56,big big plans,chris lane,0.0,english,422.0,0.0,,,3190.0,28.0
4556,2020,2020-11-21,57,tyler herro,jack harlow,0.0,english,566.0,0.0,4600153.0,12.0,,
4557,2020,2020-11-21,58,aint always the cowboy,jon pardi,0.0,english,224.0,0.0,,,2575.0,39.0
4558,2020,2020-11-21,59,so done,the kid laroi,0.0,english,254.0,0.0,4407050.0,13.0,,
4559,2020,2020-11-21,60,my exs best friend,machine gun kelly,0.0,english,365.0,0.0,3097021.0,34.0,1323.0,84.0
4560,2020,2020-11-21,61,bs,jhene aiko,0.0,english,469.0,0.0,,,3060.0,30.0
4561,2020,2020-11-21,62,some girls,jameson rodgers,0.0,english,346.0,0.0,,,2290.0,42.0
4562,2020,2020-11-21,63,7 summers,morgan wallen,0.0,english,333.0,0.0,2161532.0,82.0,1079.0,107.0
4563,2020,2020-11-21,64,popstar,dj khaled,0.0,english,564.0,0.0,2918649.0,43.0,673.0,179.0
4564,2020,2020-11-21,65,dont need friends,nav,0.0,english,781.0,0.0,1956172.0,104.0,,
4565,2020,2020-11-21,66,the code,king von,0.0,english,976.0,1.0,2571075.0,56.0,,
4566,2020,2020-11-21,67,24,money man,0.0,english,563.0,2.0,2285983.0,72.0,397.0,276.0
4567,2020,2020-11-21,68,u 2 luv,ne yo,0.0,english,480.0,3.0,,,2360.0,57.0
4568,2020,2020-11-21,69,throat baby,brs kash,0.0,english,803.0,4.0,,,984.0,122.0
4569,2020,2020-11-21,70,wishing well,juice wrld,0.0,english,419.0,0.0,3813703.0,21.0,311.0,353.0
4570,2020,2020-11-21,71,hit different,sza,0.0,english,519.0,0.0,,,1572.0,70.0
4571,2020,2020-11-21,72,martin and gina,polo g,0.0,english,472.0,0.0,3261490.0,30.0,,
4572,2020,2020-11-21,73,dont stop,megan thee stallion,0.0,english,633.0,0.0,,,2729.0,59.0
4573,2020,2020-11-21,74,good time,niko moon,0.0,english,371.0,0.0,,,1594.0,67.0
4574,2020,2020-11-21,75,champagne night,lady a,0.0,english,371.0,9.0,,,2077.0,51.0
4575,2020,2020-11-21,76,tragic,the kid laroi,0.0,english,364.0,0.0,2747678.0,50.0,,
4576,2020,2020-11-21,77,all these niggas,king von,0.0,english,588.0,1.0,,,,
4577,2020,2020-11-21,78,golden,harry styles,0.0,english,210.0,0.0,2258244.0,73.0,1976.0,53.0
4578,2020,2020-11-21,79,heather,conan gray,0.0,english,211.0,0.0,3661035.0,23.0,1066.0,109.0
4579,2020,2020-11-21,80,motive,ariana grande,0.0,english,337.0,0.0,4055562.0,18.0,,
4580,2020,2020-11-21,81,crazy story,king von,0.0,english,716.0,0.0,3320344.0,117.0,,
4581,2020,2020-11-21,82,put your records on,ritt momney,0.0,english,271.0,0.0,3931072.0,20.0,576.0,199.0
4582,2020,2020-11-21,83,always do,the kid laroi,0.0,english,407.0,0.0,2853262.0,44.0,,
4583,2020,2020-11-21,84,young wheezy,nav,0.0,english,653.0,2.0,2695790.0,51.0,,
4584,2020,2020-11-21,85,runnin,21 savage,0.0,english,527.0,0.0,3126454.0,33.0,,
4585,2020,2020-11-21,86,tap in,saweetie,0.0,english,416.0,0.0,,,2026.0,105.0
4586,2020,2020-11-21,87,hole in the bottle,kelsea ballerini,0.0,english,296.0,0.0,,,1916.0,54.0
4587,2020,2020-11-21,88,practice,dababy,0.0,english,634.0,0.0,2845276.0,46.0,,
4588,2020,2020-11-21,89,blind,dababy,0.0,english,502.0,0.0,,,2228.0,46.0
4589,2020,2020-11-21,90,relacion,sech,1.0,spanish,397.0,394.0,,,,
4590,2020,2020-11-21,91,happy does,kenny chesney,0.0,english,303.0,0.0,,,2238.0,45.0
4591,2020,2020-11-21,92,kacey talk,youngboy never broke again,0.0,english,470.0,0.0,5308588.0,25.0,571.0,201.0
4592,2020,2020-11-21,93,beers and sunshine,darius rucker,0.0,english,301.0,0.0,,,1814.0,58.0
4593,2020,2020-11-21,94,therefore i am,billie eilish,0.0,english,323.0,0.0,,,260.0,438.0
4594,2020,2020-11-21,95,off the table,ariana grande,0.0,english,447.0,0.0,2940753.0,41.0,,
4595,2020,2020-11-21,96,take you dancing,jason derulo,0.0,english,525.0,0.0,1780126.0,135.0,770.0,154.0
4596,2020,2020-11-21,97,whoopty,cj,0.0,english,395.0,11.0,2094746.0,85.0,,
4597,2020,2020-11-21,98,just like magic,ariana grande,0.0,english,291.0,0.0,2970464.0,38.0,,
4598,2020,2020-11-21,99,fuck you goodbye,the kid laroi,0.0,english,364.0,0.0,2326726.0,69.0,,
4599,2020,2020-11-21,100,la toxica,farruko,1.0,spanish,411.0,411.0,,,,
4600,2020,2020-11-28,1,mood,24kgoldn,0.0,english,455.0,0.0,8275606.0,5.0,10688.0,1.0
4601,2020,2020-11-28,2,therefore i am,billie eilish,0.0,english,323.0,0.0,9731282.0,1.0,2563.0,40.0
4602,2020,2020-11-28,3,positions,ariana grande,0.0,english,351.0,0.0,8417690.0,2.0,4278.0,16.0
4603,2020,2020-11-28,4,i hope,gabby barrett,0.0,english,471.0,0.0,1493291.0,194.0,8424.0,2.0
4604,2020,2020-11-28,5,laugh now cry later,drake,0.0,english,602.0,0.0,4996974.0,11.0,7800.0,3.0
4605,2020,2020-11-28,6,holy,justin bieber,0.0,english,509.0,0.0,3856257.0,17.0,5813.0,8.0
4606,2020,2020-11-28,7,blinding lights,the weeknd,0.0,english,259.0,0.0,3694369.0,21.0,6018.0,6.0
4607,2020,2020-11-28,8,lemonade,internet money,0.0,english,398.0,1.0,6816877.0,4.0,3645.0,42.0
4608,2020,2020-11-28,9,dakiti,bad bunny,1.0,spanish,415.0,415.0,7488998.0,3.0,,
4609,2020,2020-11-28,10,for the night,pop smoke,0.0,english,581.0,0.0,5899468.0,6.0,2772.0,35.0
4610,2020,2020-11-28,11,savage love,jawsh 685,0.0,english,335.0,0.0,2059425.0,91.0,5920.0,7.0
4611,2020,2020-11-28,12,go crazy,chris brown,0.0,english,563.0,0.0,2279743.0,72.0,7122.0,4.0
4612,2020,2020-11-28,13,kings and queens,ava max,0.0,english,312.0,0.0,,,,
4613,2020,2020-11-28,14,dynamite,bts,0.0,english,450.0,0.0,2928068.0,44.0,4465.0,13.0
4614,2020,2020-11-28,15,more than my hometown,morgan wallen,0.0,english,422.0,0.0,2029551.0,95.0,3956.0,18.0
4615,2020,2020-11-28,16,wap,cardi b,0.0,english,604.0,0.0,5484786.0,7.0,2076.0,52.0
4616,2020,2020-11-28,17,rockstar,dababy,0.0,english,656.0,0.0,3799912.0,19.0,8439.0,11.0
4617,2020,2020-11-28,18,before you go,lewis capaldi,0.0,english,323.0,0.0,2364737.0,67.0,5203.0,9.0
4618,2020,2020-11-28,19,be like that,kane brown,0.0,english,440.0,0.0,2968044.0,39.0,4463.0,14.0
4619,2020,2020-11-28,20,levitating,dua lipa,0.0,english,498.0,0.0,3386558.0,28.0,4590.0,12.0
4620,2020,2020-11-28,21,watermelon sugar,harry styles,0.0,english,233.0,0.0,3217583.0,32.0,4359.0,15.0
4621,2020,2020-11-28,22,hawai,maluma,1.0,spanish,397.0,281.0,5402508.0,18.0,484.0,221.0
4622,2020,2020-11-28,23,ily,surf mesa,0.0,english,215.0,0.0,,,4880.0,10.0
4623,2020,2020-11-28,24,bang,ajr,0.0,english,362.0,0.0,1722410.0,133.0,4099.0,17.0
4624,2020,2020-11-28,25,starting over,chris stapleton,0.0,english,257.0,0.0,2934317.0,43.0,1704.0,64.0
4625,2020,2020-11-28,26,lonely,justin bieber,0.0,english,173.0,0.0,4224865.0,13.0,3400.0,47.0
4626,2020,2020-11-28,27,34 plus 35,ariana grande,0.0,english,485.0,0.0,5381072.0,9.0,,
4627,2020,2020-11-28,28,said sum,moneybagg yo,0.0,english,652.0,0.0,1576423.0,169.0,2647.0,39.0
4628,2020,2020-11-28,29,all i want for christmas is you,mariah carey,0.0,english,356.0,0.0,3647059.0,23.0,422.0,251.0
4629,2020,2020-11-28,30,whats poppin,jack harlow,0.0,english,529.0,2.0,4815918.0,35.0,3096.0,46.0
4630,2020,2020-11-28,31,drankin n smokin,future,0.0,english,582.0,2.0,4336720.0,12.0,,
4631,2020,2020-11-28,32,what you know bout love,pop smoke,0.0,english,464.0,0.0,5119246.0,10.0,928.0,130.0
4632,2020,2020-11-28,33,one of them girls,lee brice,0.0,english,367.0,0.0,1871581.0,106.0,3460.0,22.0
4633,2020,2020-11-28,34,one beer,hardy,0.0,english,360.0,0.0,,,3272.0,26.0
4634,2020,2020-11-28,35,love you like i used to,russell dickerson,0.0,english,301.0,0.0,,,3737.0,20.0
4635,2020,2020-11-28,36,pretty heart,parker mccollum,0.0,english,271.0,0.0,1580194.0,168.0,3059.0,33.0
4636,2020,2020-11-28,37,holiday,lil nas x,0.0,english,401.0,0.0,4187665.0,14.0,939.0,179.0
4637,2020,2020-11-28,38,happy anywhere,blake shelton,0.0,english,241.0,0.0,,,3534.0,21.0
4638,2020,2020-11-28,39,better together,luke combs,0.0,english,334.0,0.0,2177868.0,79.0,1994.0,54.0
4639,2020,2020-11-28,40,forever after all,luke combs,0.0,english,303.0,0.0,3265082.0,30.0,,
4640,2020,2020-11-28,41,got what i got,jason aldean,0.0,english,261.0,0.0,1507600.0,187.0,2428.0,43.0
4641,2020,2020-11-28,42,big big plans,chris lane,0.0,english,422.0,0.0,,,3362.0,23.0
4642,2020,2020-11-28,43,rockin around the christmas tree,brenda lee,0.0,english,119.0,0.0,3003230.0,38.0,,
4643,2020,2020-11-28,44,wonder,shawn mendes,0.0,english,268.0,0.0,2746001.0,48.0,3149.0,28.0
4644,2020,2020-11-28,45,pov,ariana grande,0.0,english,357.0,0.0,5454790.0,8.0,,
4645,2020,2020-11-28,46,stripes like burberry,future,0.0,english,849.0,0.0,3552616.0,26.0,,
4646,2020,2020-11-28,47,come and go,juice wrld,0.0,english,360.0,0.0,3944151.0,16.0,,
4647,2020,2020-11-28,48,diamonds,sam smith,0.0,english,513.0,0.0,,,3067.0,32.0
4648,2020,2020-11-28,49,adore you,harry styles,0.0,english,303.0,0.0,2108323.0,86.0,3123.0,29.0
4649,2020,2020-11-28,50,thats it,future,0.0,english,781.0,0.0,3369998.0,29.0,,
4650,2020,2020-11-28,51,you broke me first,tate mcrae,0.0,english,328.0,0.0,3441467.0,27.0,1122.0,101.0
4651,2020,2020-11-28,52,i should probably go to bed,dan and shay,0.0,english,279.0,0.0,,,2868.0,34.0
4652,2020,2020-11-28,53,the woo,pop smoke,0.0,english,548.0,0.0,1943285.0,102.0,3242.0,27.0
